材料序号,材料名称,品牌,关键属性,,,,,
HELSJZDX0001,海尔150RTLSBLX150/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#150RT|产品型号#LSBLX150/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0002,海尔150RTLSBLX150/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#150RT|产品型号#LSBLX150/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0003,海尔150RTLSBLX150/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#150RT|产品型号#LSBLX150/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0004,海尔150RTLSBLX150/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#150RT|产品型号#LSBLX150/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0005,海尔150RTLSBLX150/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#150RT|产品型号#LSBLX150/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0006,海尔150RTLSBLX150/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#150RT|产品型号#LSBLX150/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0007,海尔180RTLSBLX180/R4(BP)-A1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#180RT|产品型号#LSBLX180/R4(BP)-A|选配#1.6Mpa,,,,,
HELSJZDX0008,海尔180RTLSBLX180/R4(BP)-A2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#180RT|产品型号#LSBLX180/R4(BP)-A|选配#2.0Mpa,,,,,
HELSJZDX0009,海尔180RTLSBLX180/R4(BP)-A2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#180RT|产品型号#LSBLX180/R4(BP)-A|选配#2.5Mpa,,,,,
HELSJZDX0010,海尔180RTLSBLX180/R4(BP)-A25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#180RT|产品型号#LSBLX180/R4(BP)-A|选配#25mm保温,,,,,
HELSJZDX0011,海尔180RTLSBLX180/R4(BP)-A30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#180RT|产品型号#LSBLX180/R4(BP)-A|选配#30mm保温,,,,,
HELSJZDX0012,海尔180RTLSBLX180/R4(BP)-A40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#180RT|产品型号#LSBLX180/R4(BP)-A|选配#40mm保温,,,,,
HELSJZDX0013,海尔210RTLSBLX210/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#210RT|产品型号#LSBLX210/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0014,海尔210RTLSBLX210/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#210RT|产品型号#LSBLX210/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0015,海尔210RTLSBLX210/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#210RT|产品型号#LSBLX210/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0016,海尔210RTLSBLX210/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#210RT|产品型号#LSBLX210/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0017,海尔210RTLSBLX210/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#210RT|产品型号#LSBLX210/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0018,海尔210RTLSBLX210/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#210RT|产品型号#LSBLX210/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0019,海尔250RTLSBLX250/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#250RT|产品型号#LSBLX250/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0020,海尔250RTLSBLX250/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#250RT|产品型号#LSBLX250/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0021,海尔250RTLSBLX250/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#250RT|产品型号#LSBLX250/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0022,海尔250RTLSBLX250/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#250RT|产品型号#LSBLX250/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0023,海尔250RTLSBLX250/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#250RT|产品型号#LSBLX250/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0024,海尔250RTLSBLX250/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#250RT|产品型号#LSBLX250/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0025,海尔300RTLSBLX300/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#300RT|产品型号#LSBLX300/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0026,海尔300RTLSBLX300/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#300RT|产品型号#LSBLX300/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0027,海尔300RTLSBLX300/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#300RT|产品型号#LSBLX300/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0028,海尔300RTLSBLX300/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#300RT|产品型号#LSBLX300/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0029,海尔300RTLSBLX300/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#300RT|产品型号#LSBLX300/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0030,海尔300RTLSBLX300/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#300RT|产品型号#LSBLX300/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0031,海尔350RTLSBLX350/R4(BP)-A1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#350RT|产品型号#LSBLX350/R4(BP)-A|选配#1.6Mpa,,,,,
HELSJZDX0032,海尔350RTLSBLX350/R4(BP)-A2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#350RT|产品型号#LSBLX350/R4(BP)-A|选配#2.0Mpa,,,,,
HELSJZDX0033,海尔350RTLSBLX350/R4(BP)-A2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#350RT|产品型号#LSBLX350/R4(BP)-A|选配#2.5Mpa,,,,,
HELSJZDX0034,海尔350RTLSBLX350/R4(BP)-A25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#350RT|产品型号#LSBLX350/R4(BP)-A|选配#25mm保温,,,,,
HELSJZDX0035,海尔350RTLSBLX350/R4(BP)-A30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#350RT|产品型号#LSBLX350/R4(BP)-A|选配#30mm保温,,,,,
HELSJZDX0036,海尔350RTLSBLX350/R4(BP)-A40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#350RT|产品型号#LSBLX350/R4(BP)-A|选配#40mm保温,,,,,
HELSJZDX0037,海尔400RT LSBLX400/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#400RT |产品型号#LSBLX400/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0038,海尔400RT LSBLX400/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#400RT |产品型号#LSBLX400/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0039,海尔400RT LSBLX400/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#400RT |产品型号#LSBLX400/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0040,海尔400RT LSBLX400/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#400RT |产品型号#LSBLX400/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0041,海尔400RT LSBLX400/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#400RT |产品型号#LSBLX400/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0042,海尔400RT LSBLX400/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#400RT |产品型号#LSBLX400/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0043,海尔450RT LSBLX450/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#450RT |产品型号#LSBLX450/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0044,海尔450RT LSBLX450/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#450RT |产品型号#LSBLX450/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0045,海尔450RT LSBLX450/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#450RT |产品型号#LSBLX450/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0046,海尔450RT LSBLX450/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#450RT |产品型号#LSBLX450/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0047,海尔450RT LSBLX450/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#450RT |产品型号#LSBLX450/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0048,海尔450RT LSBLX450/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#450RT |产品型号#LSBLX450/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0049,海尔500RT LSBLX500/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#500RT |产品型号#LSBLX500/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0050,海尔500RT LSBLX500/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#500RT |产品型号#LSBLX500/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0051,海尔500RT LSBLX500/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#500RT |产品型号#LSBLX500/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0052,海尔500RT LSBLX500/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#500RT |产品型号#LSBLX500/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0053,海尔500RT LSBLX500/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#500RT |产品型号#LSBLX500/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0054,海尔500RT LSBLX500/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#500RT |产品型号#LSBLX500/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0055,海尔550RT LSBLX550/R4(BP)-A1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#550RT |产品型号#LSBLX550/R4(BP)-A|选配#1.6Mpa,,,,,
HELSJZDX0056,海尔550RT LSBLX550/R4(BP)-A2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#550RT |产品型号#LSBLX550/R4(BP)-A|选配#2.0Mpa,,,,,
HELSJZDX0057,海尔550RT LSBLX550/R4(BP)-A2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#550RT |产品型号#LSBLX550/R4(BP)-A|选配#2.5Mpa,,,,,
HELSJZDX0058,海尔550RT LSBLX550/R4(BP)-A25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#550RT |产品型号#LSBLX550/R4(BP)-A|选配#25mm保温,,,,,
HELSJZDX0059,海尔550RT LSBLX550/R4(BP)-A30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#550RT |产品型号#LSBLX550/R4(BP)-A|选配#30mm保温,,,,,
HELSJZDX0060,海尔550RT LSBLX550/R4(BP)-A40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#550RT |产品型号#LSBLX550/R4(BP)-A|选配#40mm保温,,,,,
HELSJZDX0061,海尔600RTLSBLX600/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#600RT|产品型号#LSBLX600/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0062,海尔600RTLSBLX600/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#600RT|产品型号#LSBLX600/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0063,海尔600RTLSBLX600/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#600RT|产品型号#LSBLX600/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0064,海尔600RTLSBLX600/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#600RT|产品型号#LSBLX600/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0065,海尔600RTLSBLX600/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#600RT|产品型号#LSBLX600/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0066,海尔600RTLSBLX600/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#600RT|产品型号#LSBLX600/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0067,海尔650RTLSBLX650/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#650RT|产品型号#LSBLX650/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0068,海尔650RTLSBLX650/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#650RT|产品型号#LSBLX650/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0069,海尔650RTLSBLX650/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#650RT|产品型号#LSBLX650/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0070,海尔650RTLSBLX650/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#650RT|产品型号#LSBLX650/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0071,海尔650RTLSBLX650/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#650RT|产品型号#LSBLX650/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0072,海尔650RTLSBLX650/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#650RT|产品型号#LSBLX650/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0073,海尔700RTLSBLX700/R4(BP)-A1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#700RT|产品型号#LSBLX700/R4(BP)-A|选配#1.6Mpa,,,,,
HELSJZDX0074,海尔700RTLSBLX700/R4(BP)-A2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#700RT|产品型号#LSBLX700/R4(BP)-A|选配#2.0Mpa,,,,,
HELSJZDX0075,海尔700RTLSBLX700/R4(BP)-A2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#700RT|产品型号#LSBLX700/R4(BP)-A|选配#2.5Mpa,,,,,
HELSJZDX0076,海尔700RTLSBLX700/R4(BP)-A25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#700RT|产品型号#LSBLX700/R4(BP)-A|选配#25mm保温,,,,,
HELSJZDX0077,海尔700RTLSBLX700/R4(BP)-A30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#700RT|产品型号#LSBLX700/R4(BP)-A|选配#30mm保温,,,,,
HELSJZDX0078,海尔700RTLSBLX700/R4(BP)-A40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#700RT|产品型号#LSBLX700/R4(BP)-A|选配#40mm保温,,,,,
HELSJZDX0079,海尔750RT LSBLX750/R4(BP)-A1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#750RT |产品型号#LSBLX750/R4(BP)-A|选配#1.6Mpa,,,,,
HELSJZDX0080,海尔750RT LSBLX750/R4(BP)-A2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#750RT |产品型号#LSBLX750/R4(BP)-A|选配#2.0Mpa,,,,,
HELSJZDX0081,海尔750RT LSBLX750/R4(BP)-A2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#750RT |产品型号#LSBLX750/R4(BP)-A|选配#2.5Mpa,,,,,
HELSJZDX0082,海尔750RT LSBLX750/R4(BP)-A25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#750RT |产品型号#LSBLX750/R4(BP)-A|选配#25mm保温,,,,,
HELSJZDX0083,海尔750RT LSBLX750/R4(BP)-A30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#750RT |产品型号#LSBLX750/R4(BP)-A|选配#30mm保温,,,,,
HELSJZDX0084,海尔750RT LSBLX750/R4(BP)-A40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#750RT |产品型号#LSBLX750/R4(BP)-A|选配#40mm保温,,,,,
HELSJZDX0085,海尔800RTLSBLX800/R4(BP)-A1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#800RT|产品型号#LSBLX800/R4(BP)-A|选配#1.6Mpa,,,,,
HELSJZDX0086,海尔800RTLSBLX800/R4(BP)-A2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#800RT|产品型号#LSBLX800/R4(BP)-A|选配#2.0Mpa,,,,,
HELSJZDX0087,海尔800RTLSBLX800/R4(BP)-A2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#800RT|产品型号#LSBLX800/R4(BP)-A|选配#2.5Mpa,,,,,
HELSJZDX0088,海尔800RTLSBLX800/R4(BP)-A25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#800RT|产品型号#LSBLX800/R4(BP)-A|选配#25mm保温,,,,,
HELSJZDX0089,海尔800RTLSBLX800/R4(BP)-A30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#800RT|产品型号#LSBLX800/R4(BP)-A|选配#30mm保温,,,,,
HELSJZDX0090,海尔800RTLSBLX800/R4(BP)-A40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#800RT|产品型号#LSBLX800/R4(BP)-A|选配#40mm保温,,,,,
HELSJZDX0091,海尔850RT LSBLX850/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#850RT |产品型号#LSBLX850/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0092,海尔850RT LSBLX850/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#850RT |产品型号#LSBLX850/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0093,海尔850RT LSBLX850/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#850RT |产品型号#LSBLX850/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0094,海尔850RT LSBLX850/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#850RT |产品型号#LSBLX850/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0095,海尔850RT LSBLX850/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#850RT |产品型号#LSBLX850/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0096,海尔850RT LSBLX850/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#850RT |产品型号#LSBLX850/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0097,海尔900RT LSBLX900/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#900RT |产品型号#LSBLX900/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0098,海尔900RT LSBLX900/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#900RT |产品型号#LSBLX900/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0099,海尔900RT LSBLX900/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#900RT |产品型号#LSBLX900/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0100,海尔900RT LSBLX900/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#900RT |产品型号#LSBLX900/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0101,海尔900RT LSBLX900/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#900RT |产品型号#LSBLX900/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0102,海尔900RT LSBLX900/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#900RT |产品型号#LSBLX900/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0103,海尔950RTLSBLX1000/R4(BP)-A1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#950RT|产品型号#LSBLX1000/R4(BP)-A|选配#1.6Mpa,,,,,
HELSJZDX0104,海尔950RTLSBLX1000/R4(BP)-A2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#950RT|产品型号#LSBLX1000/R4(BP)-A|选配#2.0Mpa,,,,,
HELSJZDX0105,海尔950RTLSBLX1000/R4(BP)-A2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#950RT|产品型号#LSBLX1000/R4(BP)-A|选配#2.5Mpa,,,,,
HELSJZDX0106,海尔950RTLSBLX1000/R4(BP)-A25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#950RT|产品型号#LSBLX1000/R4(BP)-A|选配#25mm保温,,,,,
HELSJZDX0107,海尔950RTLSBLX1000/R4(BP)-A30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#950RT|产品型号#LSBLX1000/R4(BP)-A|选配#30mm保温,,,,,
HELSJZDX0108,海尔950RTLSBLX1000/R4(BP)-A40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#950RT|产品型号#LSBLX1000/R4(BP)-A|选配#40mm保温,,,,,
HELSJZDX0109,海尔1000RTLSBLX1000/R4(BP)-A1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1000RT|产品型号#LSBLX1000/R4(BP)-A|选配#1.6Mpa,,,,,
HELSJZDX0110,海尔1000RTLSBLX1000/R4(BP)-A2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1000RT|产品型号#LSBLX1000/R4(BP)-A|选配#2.0Mpa,,,,,
HELSJZDX0111,海尔1000RTLSBLX1000/R4(BP)-A2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1000RT|产品型号#LSBLX1000/R4(BP)-A|选配#2.5Mpa,,,,,
HELSJZDX0112,海尔1000RTLSBLX1000/R4(BP)-A25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1000RT|产品型号#LSBLX1000/R4(BP)-A|选配#25mm保温,,,,,
HELSJZDX0113,海尔1000RTLSBLX1000/R4(BP)-A30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1000RT|产品型号#LSBLX1000/R4(BP)-A|选配#30mm保温,,,,,
HELSJZDX0114,海尔1000RTLSBLX1000/R4(BP)-A40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1000RT|产品型号#LSBLX1000/R4(BP)-A|选配#40mm保温,,,,,
HELSJZDX0115,海尔1100RTLSBLX1100/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1100RT|产品型号#LSBLX1100/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0116,海尔1100RTLSBLX1100/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1100RT|产品型号#LSBLX1100/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0117,海尔1100RTLSBLX1100/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1100RT|产品型号#LSBLX1100/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0118,海尔1100RTLSBLX1100/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1100RT|产品型号#LSBLX1100/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0119,海尔1100RTLSBLX1100/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1100RT|产品型号#LSBLX1100/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0120,海尔1100RTLSBLX1100/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1100RT|产品型号#LSBLX1100/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0121,海尔1200RTLSBLX1200/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1200RT|产品型号#LSBLX1200/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0122,海尔1200RTLSBLX1200/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1200RT|产品型号#LSBLX1200/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0123,海尔1200RTLSBLX1200/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1200RT|产品型号#LSBLX1200/R4(BP)|选配#2.5Mpa,,,,,
HELSJZDX0124,海尔1200RTLSBLX1200/R4(BP)25mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1200RT|产品型号#LSBLX1200/R4(BP)|选配#25mm保温,,,,,
HELSJZDX0125,海尔1200RTLSBLX1200/R4(BP)30mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1200RT|产品型号#LSBLX1200/R4(BP)|选配#30mm保温,,,,,
HELSJZDX0126,海尔1200RTLSBLX1200/R4(BP)40mm保温磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1200RT|产品型号#LSBLX1200/R4(BP)|选配#40mm保温,,,,,
HELSJZDX0127,海尔1300RT LSBLX1300/R4(BP)1.6Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1300RT |产品型号#LSBLX1300/R4(BP)|选配#1.6Mpa,,,,,
HELSJZDX0128,海尔1300RT LSBLX1300/R4(BP)2.0Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1300RT |产品型号#LSBLX1300/R4(BP)|选配#2.0Mpa,,,,,
HELSJZDX0129,海尔1300RT LSBLX1300/R4(BP)2.5Mpa磁悬浮冷水机组,海尔,品牌#海尔|产品系列#1300RT |产品型号#LSBLX1300/R4(BP)|选配#2.5Mpa,,,,,
